datetime,season,hour,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2023-01-02 03:00:00,2,3,1,1,17.753668500029754,19.33347670765585,48.83796041132431,1.293151483508853,50,198,248
2023-01-02 04:00:00,4,4,1,1,25.50052099024552,17.70755579701338,73.7016660183306,3.606472922375769,40,200,240
2023-01-02 05:00:00,4,5,1,2,10.316555451363648,27.8855326977072,41.65151535854125,7.602937030641939,66,198,264
2023-01-02 06:00:00,1,6,1,2,21.053755061459597,6.018756481162525,26.49837078453381,8.310689689508559,42,194,236
2023-01-02 07:00:00,1,7,1,4,6.659745050817955,26.621726660819427,99.40654363902107,9.177497882472496,46,182,228
2023-01-02 08:00:00,4,8,1,4,13.986323560487863,42.243096232868524,32.49612063444794,1.8182807499576956,46,212,258
2023-01-02 09:00:00,2,9,1,1,23.19781934142537,8.368259954071895,99.07367951707849,4.776123500007623,51,211,262
2023-01-02 10:00:00,2,10,1,2,4.070062664683308,23.897061676103956,98.18239460531578,9.602275388403696,49,203,252
2023-01-02 11:00:00,1,11,1,3,24.40474737960399,15.380178222033908,83.50544831264317,35.00538206528463,47,188,235
2023-01-02 12:00:00,4,12,1,2,19.80362201073319,26.258872061930358,72.7538369665598,13.005980199765297,44,182,226
2023-01-02 13:00:00,1,13,1,1,25.524899544171475,22.19147777415752,66.22456402008677,25.588170408302258,56,192,248
2023-01-02 14:00:00,1,14,1,1,22.239141340646615,15.585130909556904,89.28812363022678,14.363760038083516,54,186,240
2023-01-02 15:00:00,3,15,1,1,33.64140429973844,26.87872284871074,43.15516172955903,8.957946413840688,48,237,285
2023-01-02 16:00:00,3,16,1,3,21.252245026479073,40.04348109786743,57.41449699879016,2.1322214307774274,47,198,245
2023-01-02 17:00:00,3,17,1,2,15.705944588747471,20.090962082727014,69.55119754932015,10.98669245967685,43,206,249
2023-01-02 18:00:00,2,18,1,1,21.22297503032284,29.19757942148182,52.895238069559284,9.76517404963692,43,190,233
2023-01-02 19:00:00,4,19,1,2,25.43298029036388,9.067270421288363,54.19891632722144,9.224827892971913,47,206,253
2023-01-02 20:00:00,4,20,1,2,20.488600703257042,12.435636231819913,46.422773400166754,6.729247746933954,46,185,231
2023-01-02 21:00:00,4,21,1,1,20.405916912038823,26.724062778803773,65.13854533476288,7.521683720353625,40,203,243
2023-01-02 22:00:00,4,22,1,1,12.980083121932447,36.84116028535965,88.04596224120928,4.071302844221822,50,180,230
2023-01-02 23:00:00,3,23,1,2,13.37099082449052,25.5561334878566,36.12227024050503,7.325383089290653,62,207,269
2023-01-03 00:00:00,2,0,1,1,5.973947282003065,18.869419694768457,94.75464310027532,2.2009309080150055,45,208,253
2023-01-03 01:00:00,2,1,1,2,37.495767431869396,21.99291405423354,75.12701229985836,16.356504660217094,45,230,275
2023-01-03 02:00:00,3,2,1,1,7.561367646087149,9.495922660302824,85.86185701440242,2.0552093908722244,34,206,240
2023-01-03 03:00:00,2,3,1,2,13.070948022040927,28.04515326355367,64.49525541040093,0.8879437273439632,57,235,292
2023-01-03 04:00:00,3,4,1,1,12.815927344308026,30.823330623234092,82.36133611392508,5.731373395996819,50,190,240
2023-01-03 05:00:00,4,5,1,1,28.949243769444415,17.479096671669197,21.296031787157375,10.738438921378872,41,197,238
2023-01-03 06:00:00,3,6,1,2,17.050503217079722,17.299578522404985,85.47043398236282,5.757496857634068,47,191,238
2023-01-03 07:00:00,4,7,1,1,32.477420726737336,24.658782296520485,23.211108726829323,3.2400604817547656,51,187,238
2023-01-03 08:00:00,4,8,1,1,13.265093757561315,17.632802639594047,91.193070109029,8.16832765791855,48,198,246
2023-01-03 09:00:00,1,9,1,1,22.78994162223802,21.338673853741774,99.35701977909146,4.261817261473234,53,219,272
2023-01-03 10:00:00,3,10,1,2,11.646529467402427,42.99721789166516,43.525396974142225,27.01089832665207,49,176,225
2023-01-03 11:00:00,1,11,1,2,40.0,19.529742992540033,36.82548450286349,25.593518675257073,40,206,246
2023-01-03 12:00:00,3,12,1,2,8.124015809704872,18.41659847978778,81.22906910864326,6.979021072718165,56,209,265
2023-01-03 13:00:00,3,13,1,1,23.098207102270276,15.524581943648409,40.242107273620256,3.9732432540845726,50,177,227
2023-01-03 14:00:00,1,14,1,1,26.337768809320984,29.44191971499937,89.24499065377628,13.361048487108292,52,188,240
2023-01-03 15:00:00,1,15,1,1,24.137990974514985,20.18775826781897,28.227407372598137,0.3740382591535727,34,214,248
2023-01-03 16:00:00,3,16,1,1,18.147123411222918,15.50626961678574,30.076415710348662,6.439171246687819,43,199,242
2023-01-03 17:00:00,2,17,1,1,18.701793002665738,35.21304032273012,98.33212440804925,4.0996028771175075,55,185,240
2023-01-03 18:00:00,4,18,1,1,20.438114719791095,36.19603004513637,73.90711186160037,25.324497441644933,41,197,238
2023-01-03 19:00:00,1,19,1,1,18.529979983715116,15.995764342612949,87.75097795431623,0.12075645280140085,42,183,225
2023-01-03 20:00:00,4,20,1,3,29.638791167949098,3.334600486393839,45.94635018812144,8.047826218231986,44,224,268
2023-01-03 21:00:00,2,21,1,1,40.0,32.07513689836922,74.11869996164836,13.496291453419673,45,185,230
2023-01-03 22:00:00,2,22,1,1,14.425082149921664,15.15370174239996,67.53934618468777,6.636233061595189,35,209,244
2023-01-03 23:00:00,2,23,1,2,6.301970204209223,29.906255991627688,68.25200960983577,0.8927178086526871,35,192,227
2023-01-04 00:00:00,1,0,1,1,19.11717951648745,2.298961822881644,74.60259676301773,35.92166260009256,50,198,248
2023-01-04 01:00:00,2,1,1,2,40.0,30.925973382993092,66.02873385032788,7.298328070248495,51,198,249
2023-01-04 02:00:00,1,2,1,2,11.963254320302692,9.888280707192187,54.324989544213274,9.524005241928169,43,184,227
2023-01-04 03:00:00,2,3,1,3,36.391168054440676,29.307641190665244,42.07381555044375,2.6998595340795934,52,201,253
2023-01-04 04:00:00,4,4,1,1,36.77700814076441,22.14273067836434,81.48650647305615,6.606762829884718,56,198,254
2023-01-04 05:00:00,4,5,1,3,14.464117582920053,12.460605806033552,38.101794400254896,5.606279108861615,41,207,248
2023-01-04 06:00:00,3,6,1,1,25.689830791852753,17.929636870732196,75.38834449235313,0.7784894456788227,54,223,277
2023-01-04 07:00:00,4,7,1,1,36.283966231285376,28.863184569567007,38.66662581194613,1.1222888628088814,54,202,256
2023-01-04 08:00:00,3,8,1,1,16.208722590125127,23.058944531152342,70.02641359635632,18.169081814715252,44,202,246
2023-01-04 09:00:00,4,9,1,4,17.964196398976384,27.844129804724844,79.76626137032231,2.741999687679879,43,182,225
2023-01-04 10:00:00,1,10,1,1,14.183190860513562,41.764405845154855,37.497111112523136,2.1686116625938237,54,199,253
2023-01-04 11:00:00,4,11,1,1,9.852432693071332,6.357583882889486,24.795464068904664,7.030186460483493,62,203,265
2023-01-04 12:00:00,3,12,1,2,13.507224549339929,38.17212574968624,30.477899439533928,14.6424349774768,39,214,253
2023-01-04 13:00:00,3,13,1,1,7.760597332377435,23.043559375232128,68.47975738168203,0.6394831516097644,45,196,241
2023-01-04 14:00:00,2,14,1,1,20.34083468259226,13.012159516768719,87.95571249805884,8.599291123141334,48,214,262
2023-01-04 15:00:00,1,15,1,1,12.300267689413582,8.696863742610102,23.59974569883395,1.2693654972997868,50,195,245
2023-01-04 16:00:00,4,16,1,1,22.337859117907477,20.108796092229664,78.7321007233317,0.37142367269751364,48,223,271
2023-01-04 17:00:00,2,17,1,1,4.441043537963727,31.216501119244594,47.305491676004166,0.5418584447695962,56,206,262
2023-01-04 18:00:00,4,18,1,1,23.308802322144572,20.724508796224658,58.2822695935618,17.96756583281812,42,196,238
2023-01-04 19:00:00,4,19,1,2,28.33528961608925,37.11154930247348,94.30876398764525,1.2553202576137343,47,173,220
2023-01-04 20:00:00,2,20,1,1,0.06264357428544542,7.488243099484411,46.557720378867636,0.4620244783014457,57,212,269
2023-01-04 21:00:00,2,21,1,1,23.74056569847572,21.879110521539456,57.22695471515888,5.760753081965301,43,185,228
2023-01-04 22:00:00,2,22,1,2,32.27668992473292,9.476065555868809,21.09459318085449,18.578574260826592,39,206,245
2023-01-04 23:00:00,2,23,1,1,7.903589813087946,25.636318826249678,26.52789760038707,3.0436496321598088,56,199,255
2023-01-05 00:00:00,2,0,1,2,36.72572386837703,30.868873900973004,40.68732729078272,5.476843323612204,52,224,276
2023-01-05 01:00:00,4,1,1,1,24.19019009366045,17.792382063189468,22.228179265685952,0.4074130252984888,51,198,249
2023-01-05 02:00:00,2,2,1,1,12.949881442415911,0.0,70.51002608386008,5.961629738751385,47,196,243
2023-01-05 03:00:00,1,3,1,1,19.44230922342294,23.989481467964946,54.111868544129806,8.618335144870423,53,191,244
2023-01-05 04:00:00,3,4,1,1,25.583269125217225,26.367385517335094,63.85161621824176,8.460817256006495,62,218,280
2023-01-05 05:00:00,2,5,1,1,20.760053914124114,26.042947549616976,33.971774871706366,4.041060702801168,51,207,258
2023-01-05 06:00:00,2,6,1,1,25.38755992446369,34.35782191822154,43.67456235492929,3.791151097355419,56,193,249
2023-01-05 07:00:00,4,7,1,1,10.793264069206337,11.289463203509511,73.10595798821801,1.1274730754879738,42,190,232
2023-01-05 08:00:00,2,8,1,1,21.69360824036078,28.802161054504495,97.22421789043199,4.569662988092903,55,220,275
2023-01-05 09:00:00,2,9,1,1,5.8628550309501986,33.92507512477975,24.033341888176736,1.0479919419815873,49,198,247
2023-01-05 10:00:00,2,10,1,1,18.887739386512997,4.214124159934833,91.23074566842129,14.549841844393697,46,219,265
2023-01-05 11:00:00,4,11,1,1,10.960923585352102,25.196518259189773,66.15049610489667,33.894950542195915,48,200,248
2023-01-05 12:00:00,2,12,1,1,12.644700574102334,16.958201689923285,65.1135653404499,35.09042871201905,52,217,269
2023-01-05 13:00:00,3,13,1,2,32.36093175210438,21.18477326898354,60.02228281662083,20.030073013188275,58,196,254
2023-01-05 14:00:00,4,14,1,1,30.913101205942688,25.476764835383364,25.55152687233467,9.18273068755283,58,210,268
2023-01-05 15:00:00,3,15,1,2,26.09138120907177,17.127714358864477,27.19014813889285,12.068626333420971,46,201,247
2023-01-05 16:00:00,4,16,1,2,9.07687235327421,15.242919208383881,68.07296045272689,3.3576061363750065,47,201,248
2023-01-05 17:00:00,2,17,1,1,16.835915503051982,22.341524174880245,47.27668571484466,9.963366608537275,36,197,233
2023-01-05 18:00:00,3,18,1,2,32.130976999791834,11.127540611371973,93.38144532621445,6.0816202895230065,52,218,270
2023-01-05 19:00:00,4,19,1,3,21.417169136399046,11.141748711148146,52.52724298875778,6.5781351175577925,45,198,243
2023-01-05 20:00:00,1,20,1,1,40.0,28.793732829565034,31.46251669621129,14.178946745737333,58,208,266
2023-01-05 21:00:00,2,21,1,1,23.93317839394372,10.51205964841344,77.17750668016288,3.3117200553116595,58,206,264
2023-01-05 22:00:00,4,22,1,2,21.920491164900316,28.66312500909212,43.46827371528079,3.8278370448899897,56,197,253
2023-01-05 23:00:00,1,23,1,2,16.908835357974986,26.625912928539513,62.03762458847145,25.855024166270127,43,236,279
2023-01-06 00:00:00,4,0,1,1,21.33540904782282,4.741932712094034,75.8266228404136,0.5786674154582667,59,200,259
2023-01-06 01:00:00,1,1,1,1,18.475301636194562,15.224353476643449,92.02112889616564,6.6482078482397045,41,190,231
2023-01-06 02:00:00,2,2,1,1,27.081086766885903,33.94109403047372,83.37529558413408,24.3956012709857,66,191,257
2023-01-06 03:00:00,3,3,1,1,29.56702316794584,12.188344688603184,74.10888542981793,9.425397625891,47,207,254
2023-01-06 04:00:00,1,4,1,2,12.140105394920505,17.355957376906122,74.37065459161148,7.905551223959676,55,191,246
2023-01-06 05:00:00,4,5,1,1,6.687670464422219,26.620608932518966,95.67397152256692,2.8734103625037783,56,214,270
2023-01-06 06:00:00,2,6,1,1,1.6379462689670348,29.833905092825955,43.66592779972288,4.204906620785936,50,204,254
2023-01-06 07:00:00,1,7,1,2,25.079913269125438,19.484611139555042,20.08896753569499,19.108701925534536,47,215,262
2023-01-06 08:00:00,4,8,1,1,8.966333938261265,16.024898053083582,41.7563647518559,8.192051557654432,47,190,237
2023-01-06 09:00:00,4,9,1,1,0.0,36.223698616985075,37.43131037013952,7.230749700078633,50,201,251
2023-01-06 10:00:00,4,10,1,2,23.88578604530964,39.388996637975794,72.94676680911985,1.048936397058432,47,197,244
2023-01-06 11:00:00,1,11,1,2,40.0,31.788580507817954,70.69692798124233,0.16157996622941762,54,209,263
2023-01-06 12:00:00,1,12,1,1,19.939290884601068,22.85318142565024,67.4769106163779,33.15529595780795,55,186,241
2023-01-06 13:00:00,1,13,1,1,28.38490774451642,13.917342783590737,21.299475456756298,4.731865570492681,53,188,241
2023-01-06 14:00:00,3,14,1,1,20.81829358547565,13.695555934434347,78.3022443560518,9.243558227107894,52,195,247
2023-01-06 15:00:00,1,15,1,1,19.011103468088574,27.225141052657577,45.88243299883932,0.8307195382984446,51,201,252
2023-01-06 16:00:00,1,16,1,1,29.190764829877686,26.18398220888684,73.2044791205305,11.492140928944558,38,184,222
2023-01-06 17:00:00,1,17,1,1,17.097254558113487,36.01598592946429,64.52627428017226,26.96616446896824,66,197,263
2023-01-06 18:00:00,3,18,1,1,22.67392314071903,28.50450092536139,47.418474034232574,8.572326375919161,49,202,251
2023-01-06 19:00:00,1,19,1,1,23.216978061960138,6.9691969824018205,30.76610136832862,1.348068598304307,51,209,260
2023-01-06 20:00:00,4,20,1,1,13.319095463569512,32.51947617722919,27.553511812838476,8.716078660550046,44,189,233
2023-01-06 21:00:00,1,21,1,1,29.920423495365227,12.01939372685587,86.52146664897788,14.539190822571562,42,231,273
2023-01-06 22:00:00,4,22,1,1,18.250402433045913,18.160287280476485,93.47180336652464,5.215774456268805,49,200,249
2023-01-06 23:00:00,4,23,1,1,12.442548405071552,24.502002062516944,71.98304374114397,21.18912348977063,44,171,215
2023-01-07 00:00:00,4,0,0,1,25.365098435704034,41.95667489783965,28.27472918883867,10.460661964280916,53,183,236
2023-01-07 01:00:00,3,1,0,2,11.015320182089628,45.0,52.162177351059256,22.951023416293836,48,201,249
2023-01-07 02:00:00,3,2,0,1,20.281811573691282,28.067230591361827,78.31513600841258,9.768513387403301,52,185,237
2023-01-07 03:00:00,3,3,0,2,19.908810033557966,20.16803381279612,82.38567072080545,1.4074359184092333,51,193,244
2023-01-07 04:00:00,1,4,0,2,30.85895565831578,27.345056484805504,29.457489783287087,3.706169856744946,65,192,257
2023-01-07 05:00:00,4,5,0,1,24.74698232879953,30.87655425873836,20.002457507630595,2.253897574630221,36,188,224
2023-01-07 06:00:00,3,6,0,1,19.749730412548562,18.793323744428083,76.9709636704484,23.94990969259302,44,197,241
2023-01-07 07:00:00,3,7,0,1,28.177662992002872,39.95211355912322,48.52769407889645,14.287846935734477,49,190,239
2023-01-07 08:00:00,1,8,0,1,33.90207549017313,24.30070759191402,40.35850652946082,11.282420533593477,47,201,248
2023-01-07 09:00:00,3,9,0,2,25.578103063518622,26.977430890913944,21.031797583162035,3.580563542633727,50,199,249
2023-01-07 10:00:00,1,10,0,1,20.103526198433805,28.659242520544613,63.223952540919974,2.0339579323191286,53,226,279
2023-01-07 11:00:00,2,11,0,1,6.8816376764984035,26.215866106144556,88.09205883407854,14.124374859492196,43,192,235
2023-01-07 12:00:00,3,12,0,1,9.348863369246274,30.389405004696123,96.61053170180703,6.42754388673347,55,190,245
2023-01-07 13:00:00,2,13,0,1,16.947752956453325,15.827468134530768,65.25959604906313,2.5591154590333423,52,211,263
2023-01-07 14:00:00,1,14,0,2,13.904877978407168,16.416982460539693,61.156906219191534,9.58733774388437,49,173,222
2023-01-07 15:00:00,4,15,0,1,18.13028697014554,10.99845767028305,26.80451083913929,0.4116981764792729,51,214,265
2023-01-07 16:00:00,3,16,0,1,20.56649924897107,26.395012306202265,63.90982412340798,3.947778025434058,45,207,252
2023-01-07 17:00:00,1,17,0,4,25.296927543567307,29.78936503512114,50.39832631723157,6.3215932042349685,38,220,258
2023-01-07 18:00:00,4,18,0,2,19.295012219409088,26.577728661518858,68.57082247068615,1.601198497211068,55,201,256
2023-01-07 19:00:00,4,19,0,1,24.865016438262018,38.744924333475375,51.09810783012374,41.769315472305344,50,220,270
2023-01-07 20:00:00,2,20,0,1,20.644744148101204,21.944039811709533,39.22392987602934,2.3458040929594244,49,192,241
2023-01-07 21:00:00,1,21,0,1,0.245334336461287,28.687416555925125,27.59722201827012,1.3966804633328538,54,187,241
2023-01-07 22:00:00,4,22,0,1,10.606646061812457,11.082991238606857,45.19347556711166,2.2757193450381825,46,218,264
2023-01-07 23:00:00,3,23,0,1,18.559124442783844,18.12900297525599,27.73158674302018,14.656022491982919,50,196,246
2023-01-08 00:00:00,3,0,0,1,7.903052571588924,28.955377575657774,34.15175606591872,5.542650325196402,34,194,228
2023-01-08 01:00:00,2,1,0,1,25.999287299962045,30.49102110743144,98.98689268636367,8.333658886675275,59,185,244
2023-01-08 02:00:00,4,2,0,1,35.30750832343698,19.06033052335818,55.52828455252949,0.21232989903297278,43,189,232
2023-01-08 03:00:00,1,3,0,2,32.18761851697317,21.28400748141933,62.549741320401324,0.35038033681934044,48,195,243
2023-01-08 04:00:00,3,4,0,1,17.865571290697922,6.821262533191906,89.88948229897723,5.902757497939404,56,195,251
2023-01-08 05:00:00,4,5,0,1,34.90726136849952,18.429707991933906,99.64551203925502,16.963869815555796,35,177,212
2023-01-08 06:00:00,4,6,0,1,21.486674572021116,30.90383163519786,66.61715594757453,21.64902517156557,49,204,253
2023-01-08 07:00:00,2,7,0,4,16.629140288819606,27.75205016106566,84.99790568353373,0.9069805637095328,65,197,262
2023-01-08 08:00:00,3,8,0,1,13.865973364590602,27.006657213812097,46.155281946934025,7.729766321930503,45,201,246
2023-01-08 09:00:00,3,9,0,1,16.975303135118715,22.4977368718096,44.459516595783285,24.444907236395437,60,183,243
2023-01-08 10:00:00,1,10,0,3,16.118231814587713,22.070631586281763,52.21629767956482,4.909784785030483,56,181,237
2023-01-08 11:00:00,3,11,0,2,21.704162223754878,15.39678860526553,73.80058101389193,17.694061649017577,51,204,255
2023-01-08 12:00:00,1,12,0,2,21.605739810498648,28.988284202025348,74.5753351404079,1.4351899382185629,40,189,229
2023-01-08 13:00:00,3,13,0,1,20.030460201534144,26.2097294438939,45.21915477195606,27.39455572571274,45,188,233
2023-01-08 14:00:00,2,14,0,1,24.3693816974635,26.920188479927994,30.656793930930295,13.920038996839228,55,187,242
2023-01-08 15:00:00,3,15,0,2,31.906462747863415,16.739651573324196,70.59170051724068,28.359016316428004,52,201,253
2023-01-08 16:00:00,1,16,0,3,29.495541354413238,0.46657080128755624,30.266068975101163,11.289186219185964,36,184,220
2023-01-08 17:00:00,1,17,0,1,5.151020315500965,32.97152711753696,66.2794006583464,4.516199407153104,48,213,261
2023-01-08 18:00:00,2,18,0,1,0.0,17.21162543991596,75.47377024450472,27.83547309211879,61,196,257
2023-01-08 19:00:00,3,19,0,1,29.34319911239274,13.372242359568794,76.04891971155612,3.223656902879484,52,189,241
2023-01-08 20:00:00,3,20,0,2,6.331213015845789,28.934789119139936,80.27776885276774,4.037254053615224,32,202,234
2023-01-08 21:00:00,2,21,0,1,17.752345981073166,18.079873600808703,89.82875372525316,12.06671168310167,45,231,276
2023-01-08 22:00:00,3,22,0,1,8.298869739406404,32.59936384046622,59.996719357183075,14.495166268767568,66,212,278
2023-01-08 23:00:00,3,23,0,1,1.9801956241998013,28.170059495766974,78.4199351623657,26.507744820058047,57,183,240
2023-01-09 00:00:00,1,0,1,1,25.41462728204788,28.835693232004775,69.53381882926693,2.2916465314160703,51,192,243
2023-01-09 01:00:00,3,1,1,1,27.591551603026467,8.340442887994657,34.93119518381461,15.994778549907307,63,203,266
2023-01-09 02:00:00,3,2,1,1,14.234895992732806,34.11943985386401,22.055171589552653,13.414971234034583,53,200,253
2023-01-09 03:00:00,2,3,1,2,0.0,24.61250531233856,42.7633108541547,0.6592033540715676,50,177,227
2023-01-09 04:00:00,2,4,1,1,14.537555517475173,18.30722860753797,55.44269650700955,4.897544243402848,51,221,272
2023-01-09 05:00:00,4,5,1,1,23.918040054025465,23.43388467342251,69.3684755542925,3.3235237480264863,52,182,234
2023-01-09 06:00:00,1,6,1,1,5.210884312258713,4.237647671016802,87.99674644025643,3.631104997105856,53,197,250
2023-01-09 07:00:00,3,7,1,1,21.833599197791557,26.086528114806708,35.69965733649325,40.71422074678638,43,182,225
2023-01-09 08:00:00,3,8,1,1,19.846901508270044,11.706284918179284,30.04398319187817,10.293961998398009,66,181,247
2023-01-09 09:00:00,4,9,1,1,25.792914996010886,8.473297141564656,97.0783957979462,12.64700490305277,48,212,260
2023-01-09 10:00:00,3,10,1,1,21.19580368414153,6.77640813782109,28.643564750112567,37.55773272227464,52,208,260
2023-01-09 11:00:00,1,11,1,1,10.269310591184444,33.12688374989925,58.27928560857514,4.735327010328741,48,196,244
2023-01-09 12:00:00,4,12,1,1,31.965715016644914,15.707366063072113,66.84509830346414,16.186813438862043,70,164,234
2023-01-09 13:00:00,1,13,1,4,18.4147042697303,37.33727709916499,63.30995367259506,5.700997387791121,47,187,234
2023-01-09 14:00:00,4,14,1,1,19.72695460490068,16.64198536947702,26.882572562635456,20.366401070834076,44,216,260
2023-01-09 15:00:00,4,15,1,2,10.66732040926804,4.926420424070532,24.56215312028955,1.9925314004922976,43,206,249
2023-01-09 16:00:00,2,16,1,1,15.567177488084898,10.83475560051341,28.438674196882854,29.504946419583877,49,203,252
2023-01-09 17:00:00,1,17,1,2,11.151972859730991,34.35811620006939,66.847014709809,2.468878650835111,38,203,241
2023-01-09 18:00:00,3,18,1,2,18.27053940076577,20.441018220633325,63.54759101074569,3.948523832916688,59,181,240
2023-01-09 19:00:00,3,19,1,1,37.11708480142343,16.517127035093992,38.69926336293954,14.113752089015922,58,219,277
2023-01-09 20:00:00,1,20,1,1,6.280988570686436,23.600182258527877,71.02193134764732,5.00471317699037,50,206,256
2023-01-09 21:00:00,3,21,1,1,3.8643860212325905,27.01782736167545,85.60540016445195,9.37032811071555,58,195,253
2023-01-09 22:00:00,3,22,1,1,34.711703274936085,33.17398815902461,23.3263167877275,5.8801899381336185,44,193,237
2023-01-09 23:00:00,1,23,1,3,17.90676322848134,36.484992298929264,59.85039548384339,13.562305877172879,57,209,266
2023-01-10 00:00:00,4,0,1,2,13.309272613400834,18.40231354210914,75.14483296821523,2.5919990441900524,47,230,277
2023-01-10 01:00:00,1,1,1,3,30.399046873960764,8.739523139179617,40.184954165574965,0.6023630865893053,51,200,251
2023-01-10 02:00:00,4,2,1,1,13.943844602631358,17.865348388767238,44.621672423451926,3.565740882720736,63,224,287
2023-01-10 03:00:00,3,3,1,2,38.260097135469366,24.60280506582886,69.0910322391507,6.430410538271562,37,203,240
2023-01-10 04:00:00,3,4,1,3,26.779258713392693,12.36241073789389,91.83482347549895,1.8394693964449016,49,189,238
2023-01-10 05:00:00,3,5,1,1,15.120885918542974,12.42849085104957,84.79395362423195,4.381907319593558,43,227,270
2023-01-10 06:00:00,2,6,1,1,40.0,25.437878815498856,66.65041752796668,5.107973213224561,70,197,267
2023-01-10 07:00:00,4,7,1,2,13.942850769966615,21.513476484295488,78.41773742057994,0.5910461153638691,50,224,274
2023-01-10 08:00:00,2,8,1,1,27.42095372009307,22.327969954115865,49.185797616623894,8.754061349555618,51,199,250
2023-01-10 09:00:00,2,9,1,2,22.992925804064917,14.415046652999305,71.27724224790062,21.571300650389247,41,187,228
2023-01-10 10:00:00,1,10,1,1,33.01741289398798,19.695992857942326,57.294527290204556,1.6457152044913623,46,203,249
2023-01-10 11:00:00,2,11,1,2,35.615111967268525,12.757668557316956,35.19489091660488,9.108257257642823,52,200,252
2023-01-10 12:00:00,1,12,1,1,20.320041490657665,30.90198411124787,76.13906191018057,10.928465572219721,56,218,274
2023-01-10 13:00:00,1,13,1,1,12.465821296538167,32.35249334723753,64.51717098790576,5.435807301359345,47,197,244
2023-01-10 14:00:00,2,14,1,1,24.599721429391163,3.5381213776190634,48.68972655628731,12.076381380094311,44,206,250
2023-01-10 15:00:00,4,15,1,2,13.222846302478938,12.7048913980759,92.90713520629046,5.288734156216517,43,224,267
2023-01-10 16:00:00,4,16,1,2,40.0,7.0347074490992085,21.67472942613866,7.024650331840619,42,207,249
2023-01-10 17:00:00,4,17,1,1,21.365353310827373,15.499760655931018,45.26185209995968,0.07380211441347014,54,225,279
2023-01-10 18:00:00,4,18,1,1,16.346784486878914,21.165620302096393,24.550511822211725,11.767471883030112,48,178,226
